economic_event_id,event_family,event_timestamp_utc,reference_period,oanda_period,period_status,period_detail,oanda_report_id,oanda_event_id,oanda_event,report_status,event_name_status,forecast_unit_status,forecast_unit_detail,actual_unit_status,actual_unit_detail,previous_unit_status,previous_unit_detail,forecast_raw,actual_raw,previous_raw
77,PPI,2011-07-14T07:30:00-05:00,June 2011,June,compatible_month,month=6,703,24462,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.1% m/m,-0.4% m/m,0.2% m/m
2301,RETAIL_SALES,2011-07-14T07:30:00-05:00,June 2011,June,compatible_month,month=6,696,24144,Retail Sales,standard_pinned_report,expected_event_name,missing,,consistent,,consistent,,,0.1% m/m,-0.2% m/m
78,CPI,2011-07-15T07:30:00-05:00,June 2011,June,compatible_month,month=6,699,24290,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.1% m/m,-0.2% m/m,0.2% m/m
2302,DURABLE_GOODS,2011-07-27T07:30:00-05:00,June 2011,June,compatible_month,month=6,59,4333,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,-2.1% m/m,2.1% m/m
1636,GDP,2011-07-29T07:30:00-05:00,Q2 2011 Advance,2Q,compatible_quarter,quarter=2,690,23812,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1.9%,1.3%,1.9%
1637,PCE,2011-08-02T07:30:00-05:00,June 2011,June,compatible_month,month=6,694,24035,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.2% m/m,-0.2% m/m,
79,EMPLOYMENT,2011-08-05T07:30:00-05:00,July 2011,July,compatible_month,month=7,707,24661,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,90 k,117 k,18 k
2142,FOMC,2011-08-09T13:15:00-05:00,FOMC 2011-08-09,August,compatible_fomc_month,official_date_month=8,82,7007,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
2303,RETAIL_SALES,2011-08-12T07:30:00-05:00,July 2011,July,compatible_month,month=7,696,24149,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.5% m/m,0.1% m/m
81,PPI,2011-08-17T07:30:00-05:00,July 2011,July,compatible_month,month=7,703,24466,Producer Price Index,standard_pinned_report,expected_event_name,missing,,consistent,,consistent,,,0.2% m/m,-0.4% m/m
82,CPI,2011-08-18T07:30:00-05:00,July 2011,July,compatible_month,month=7,699,24294,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.5% m/m,-0.2% m/m
2304,DURABLE_GOODS,2011-08-24T07:30:00-05:00,July 2011,July,compatible_month,month=7,59,4343,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1.9% m/m,4% m/m,-1.9% m/m
1638,GDP,2011-08-26T07:30:00-05:00,Q2 2011 Second,2Q,compatible_quarter,quarter=2,690,23815,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1.1%,1%,0.4%
1639,PCE,2011-08-29T07:30:00-05:00,July 2011,July,compatible_month,month=7,694,24040,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.4% m/m,0.8% m/m,-0.2% m/m
83,EMPLOYMENT,2011-09-02T07:30:00-05:00,August 2011,August,compatible_month,month=8,707,24666,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,75 k,,117 k
85,PPI,2011-09-14T07:30:00-05:00,August 2011,August,compatible_month,month=8,703,24470,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,-0.1% m/m,,0.2% m/m
2305,RETAIL_SALES,2011-09-14T07:30:00-05:00,August 2011,August,compatible_month,month=8,696,24154,Retail Sales,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,0.2% m/m,,0.5% m/m
86,CPI,2011-09-15T07:30:00-05:00,August 2011,August,compatible_month,month=8,699,24298,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.4% m/m,0.5% m/m
2143,FOMC,2011-09-21T13:15:00-05:00,FOMC 2011-09-21,September,compatible_fomc_month,official_date_month=9,82,7014,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
2306,DURABLE_GOODS,2011-09-28T07:30:00-05:00,August 2011,August,compatible_month,month=8,59,4353,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.6% m/m,-0.1% m/m,4.1% m/m
1640,GDP,2011-09-29T07:30:00-05:00,Q2 2011 Third,2Q,compatible_quarter,quarter=2,690,23820,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1.2%,1.3%,0.4%
1641,PCE,2011-09-30T07:30:00-05:00,August 2011,August,compatible_month,month=8,694,24045,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.2% m/m,0.8% m/m
87,EMPLOYMENT,2011-10-07T07:30:00-05:00,September 2011,September,compatible_month,month=9,707,24671,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,60 k,103 k,
2307,RETAIL_SALES,2011-10-14T07:30:00-05:00,September 2011,September,compatible_month,month=9,696,24159,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.6% m/m,1.1% m/m,
89,PPI,2011-10-18T07:30:00-05:00,September 2011,September,compatible_month,month=9,703,24474,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.2% m/m,0.8% m/m,
90,CPI,2011-10-19T07:30:00-05:00,September 2011,September,compatible_month,month=9,699,24302,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.3% m/m,0.4% m/m
2308,DURABLE_GOODS,2011-10-26T07:30:00-05:00,September 2011,September,compatible_month,month=9,59,4363,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.7% m/m,-0.8% m/m,-0.1% m/m
1642,GDP,2011-10-27T07:30:00-05:00,Q3 2011 Advance,3Q,compatible_quarter,quarter=3,690,23813,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2.5%,2.5%,1.3%
1643,PCE,2011-10-28T07:30:00-05:00,September 2011,September,compatible_month,month=9,694,24050,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.6% m/m,0.2% m/m
2144,FOMC,2011-11-02T11:30:00-05:00,FOMC 2011-11-02,November,compatible_fomc_month,official_date_month=11,82,7026,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
91,EMPLOYMENT,2011-11-04T07:30:00-05:00,October 2011,October,compatible_month,month=10,707,24676,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,95 k,80 k,103 k
93,PPI,2011-11-15T07:30:00-06:00,October 2011,October,compatible_month,month=10,703,24478,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.1% m/m,-0.3% m/m,0.8% m/m
2309,RETAIL_SALES,2011-11-15T07:30:00-06:00,October 2011,October,compatible_month,month=10,696,24164,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.5% m/m,1.1% m/m
94,CPI,2011-11-16T07:30:00-06:00,October 2011,October,compatible_month,month=10,699,24306,Consumer Price Index,standard_pinned_report,expected_event_name,missing,,consistent,,consistent,,,-0.1% m/m,0.3% m/m
1644,GDP,2011-11-22T07:30:00-06:00,Q3 2011 Second,3Q,compatible_quarter,quarter=3,690,23816,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2.5%,2%,1.3%
2310,DURABLE_GOODS,2011-11-23T07:30:00-06:00,October 2011,October,compatible_month,month=10,59,4373,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.9% m/m,-0.7% m/m,-0.6% m/m
1645,PCE,2011-11-23T07:30:00-06:00,October 2011,October,compatible_month,month=10,694,24055,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.1% m/m,0.6% m/m
95,EMPLOYMENT,2011-12-02T07:30:00-06:00,November 2011,November,compatible_month,month=11,707,24681,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,125 k,120 k,80 k
2311,RETAIL_SALES,2011-12-13T07:30:00-06:00,November 2011,November,compatible_month,month=11,696,24169,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.2% m/m,0.5% m/m
2145,FOMC,2011-12-13T13:15:00-06:00,FOMC 2011-12-13,December,compatible_fomc_month,official_date_month=12,82,7030,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
97,PPI,2011-12-15T07:30:00-06:00,November 2011,November,compatible_month,month=11,703,24482,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.3% m/m,-0.3% m/m
98,CPI,2011-12-16T07:30:00-06:00,November 2011,November,compatible_month,month=11,699,24310,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,0.1% m/m,,-0.1% m/m
1646,GDP,2011-12-22T07:30:00-06:00,Q3 2011 Third,3Q,compatible_quarter,quarter=3,690,23821,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2%,1.8%,1.3%
2312,DURABLE_GOODS,2011-12-23T07:30:00-06:00,November 2011,November,compatible_month,month=11,59,4382,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2% m/m,3.8% m/m,-0.5% m/m
1647,PCE,2011-12-23T07:30:00-06:00,November 2011,November,compatible_month,month=11,694,24060,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.1% m/m,0.1% m/m
99,EMPLOYMENT,2012-01-06T07:30:00-06:00,December 2011,December,compatible_month,month=12,707,24686,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,150 k,200 k,120 k
2313,RETAIL_SALES,2012-01-12T07:30:00-06:00,December 2011,December,compatible_month,month=12,696,24174,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.1% m/m,0.2% m/m
101,PPI,2012-01-18T07:30:00-06:00,December 2011,December,compatible_month,month=12,703,24486,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.1% m/m,-0.1% m/m,0.3% m/m
102,CPI,2012-01-19T07:30:00-06:00,December 2011,December,compatible_month,month=12,699,24314,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,missing,,0.1% m/m,,
2146,FOMC,2012-01-25T11:30:00-06:00,FOMC 2012-01-25,January,compatible_fomc_month,official_date_month=1,82,6984,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
2314,DURABLE_GOODS,2012-01-26T07:30:00-06:00,December 2011,December,compatible_month,month=12,59,4393,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2% m/m,3% m/m,3.7% m/m
1648,GDP,2012-01-27T07:30:00-06:00,Q4 2011 Advance,4Q,compatible_quarter,quarter=4,690,23822,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,3%,2.8%,1.8%
1649,PCE,2012-01-30T07:30:00-06:00,December 2011,December,compatible_month,month=12,694,24065,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,0.1% m/m,,0.1% m/m
103,EMPLOYMENT,2012-02-03T07:30:00-06:00,January 2012,January,compatible_month,month=1,707,24634,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,155 k,243 k,200 k
2315,RETAIL_SALES,2012-02-14T07:30:00-06:00,January 2012,January,compatible_month,month=1,696,24124,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.6% m/m,0.4% m/m,0.1% m/m
105,PPI,2012-02-16T07:30:00-06:00,January 2012,January,compatible_month,month=1,703,24446,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.4% m/m,0.1% m/m,-0.1% m/m
106,CPI,2012-02-17T07:30:00-06:00,January 2012,January,compatible_month,month=1,699,24274,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.3% m/m,0.2% m/m,
2316,DURABLE_GOODS,2012-02-28T07:30:00-06:00,January 2012,January,compatible_month,month=1,59,4291,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,9% m/m",-4% m/m,3% m/m
1650,GDP,2012-02-29T07:30:00-06:00,Q4 2011 Second,4Q,compatible_quarter,quarter=4,690,23823,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2.8%,3%,1.8%
1651,PCE,2012-03-01T07:30:00-06:00,January 2012,January,compatible_month,month=1,694,24014,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.4% m/m,0.2% m/m,
107,EMPLOYMENT,2012-03-09T07:30:00-06:00,February 2012,February,compatible_month,month=2,707,24638,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,210 k,227 k,243 k
2317,RETAIL_SALES,2012-03-13T07:30:00-05:00,February 2012,February,compatible_month,month=2,696,24128,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1% m/m,1.1% m/m,0.4% m/m
2147,FOMC,2012-03-13T13:15:00-05:00,FOMC 2012-03-13,March,compatible_fomc_month,official_date_month=3,82,6990,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
109,PPI,2012-03-15T07:30:00-05:00,February 2012,February,compatible_month,month=2,703,24449,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.4% m/m,0.4% m/m,0.1% m/m
110,CPI,2012-03-16T07:30:00-05:00,February 2012,February,compatible_month,month=2,699,24277,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.4% m/m,0.4% m/m,0.2% m/m
2318,DURABLE_GOODS,2012-03-28T07:30:00-05:00,February 2012,February,compatible_month,month=2,59,4299,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,3% m/m,"2,2% m/m","-3,7% m/m"
1652,GDP,2012-03-29T07:30:00-05:00,Q4 2011 Third,4Q,compatible_quarter,quarter=4,690,23824,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,3%,3%,1.8%
1653,PCE,2012-03-30T07:30:00-05:00,February 2012,February,compatible_month,month=2,694,24019,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.8% m/m,0.2% m/m
112,EMPLOYMENT,2012-04-06T07:30:00-05:00,March 2012,March,compatible_month,month=3,707,24643,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,120 k,227 k
114,PPI,2012-04-12T07:30:00-05:00,March 2012,March,compatible_month,month=3,703,24452,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,0.3% m/m,,0.4% m/m
115,CPI,2012-04-13T07:30:00-05:00,March 2012,March,compatible_month,month=3,699,24280,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.3% m/m,0.4% m/m
2319,RETAIL_SALES,2012-04-16T07:30:00-05:00,March 2012,March,compatible_month,month=3,696,24132,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.8% m/m,1.1% m/m
2320,DURABLE_GOODS,2012-04-25T07:30:00-05:00,March 2012,March,compatible_month,month=3,59,4307,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-1,5% m/m","-4,2% m/m","2,4% m/m"
2148,FOMC,2012-04-25T11:30:00-05:00,FOMC 2012-04-25,April,compatible_fomc_month,official_date_month=4,82,6995,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
1654,GDP,2012-04-27T07:30:00-05:00,Q1 2012 Advance,1Q,compatible_quarter,quarter=1,690,23825,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,5%","2,2%",3%
1655,PCE,2012-04-30T07:30:00-05:00,March 2012,March,compatible_month,month=3,694,24023,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.3% m/m,0.8% m/m
116,EMPLOYMENT,2012-05-04T07:30:00-05:00,April 2012,April,compatible_month,month=4,707,24647,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,170 k,115 k,120 k
118,PPI,2012-05-11T07:30:00-05:00,April 2012,April,compatible_month,month=4,703,24455,Producer Price Index,standard_pinned_report,expected_event_name,missing,,consistent,,missing,,,-0.2% m/m,
119,CPI,2012-05-15T07:30:00-05:00,April 2012,April,compatible_month,month=4,699,24283,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,consistent,,0.1% m/m,,0.3% m/m
2321,RETAIL_SALES,2012-05-15T07:30:00-05:00,April 2012,April,compatible_month,month=4,696,24136,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.1% m/m,0.8% m/m
2322,DURABLE_GOODS,2012-05-24T07:30:00-05:00,April 2012,April,compatible_month,month=4,59,4316,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5% m/m","0,2% m/m",-4% m/m
1656,GDP,2012-05-31T07:30:00-05:00,Q1 2012 Second,1Q,compatible_quarter,quarter=1,690,23826,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,9%","1,9%",3%
120,EMPLOYMENT,2012-06-01T07:30:00-05:00,May 2012,May,compatible_month,month=5,707,24651,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,150 k,69 k,115 k
1657,PCE,2012-06-01T07:30:00-05:00,April 2012,April,compatible_month,month=4,694,24027,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.3% m/m,0.3% m/m
121,PPI,2012-06-13T07:30:00-05:00,May 2012,May,compatible_month,month=5,703,24459,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.6% m/m,-1% m/m,-0.2% m/m
2323,RETAIL_SALES,2012-06-13T07:30:00-05:00,May 2012,May,compatible_month,month=5,696,24140,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.2% m/m,-0.2% m/m,0.1% m/m
122,CPI,2012-06-14T07:30:00-05:00,May 2012,May,compatible_month,month=5,699,24287,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,-0.2% m/m,-0.3% m/m,
2149,FOMC,2012-06-20T11:30:00-05:00,FOMC 2012-06-20,June,compatible_fomc_month,official_date_month=6,82,7000,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
2324,DURABLE_GOODS,2012-06-27T07:30:00-05:00,May 2012,May,compatible_month,month=5,59,4326,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,"0,4% m/m","1,1% m/m",
1658,GDP,2012-06-28T07:30:00-05:00,Q1 2012 Third,1Q,compatible_quarter,quarter=1,690,23827,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,9%","1,9%",3%
1659,PCE,2012-06-29T07:30:00-05:00,May 2012,May,compatible_month,month=5,694,24031,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,missing,,missing,,consistent,,,,0.3% m/m
124,EMPLOYMENT,2012-07-06T07:30:00-05:00,June 2012,June,compatible_month,month=6,707,24657,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,90 k,80 k,69 k
126,PPI,2012-07-13T07:30:00-05:00,June 2012,June,compatible_month,month=6,703,24463,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-0.6% m/m,0.1% m/m,-1% m/m
2325,RETAIL_SALES,2012-07-16T07:30:00-05:00,June 2012,June,compatible_month,month=6,696,24145,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,-0.5% m/m,-0.2% m/m
127,CPI,2012-07-17T07:30:00-05:00,June 2012,June,compatible_month,month=6,699,24291,Consumer Price Index,standard_pinned_report,expected_event_name,missing,,missing,,consistent,,,,-0.3% m/m
2326,DURABLE_GOODS,2012-07-26T07:30:00-05:00,June 2012,June,compatible_month,month=6,59,4335,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","1,6% m/m","1,3% m/m"
1660,GDP,2012-07-27T07:30:00-05:00,Q2 2012 Advance,2Q,compatible_quarter,quarter=2,690,23828,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,4%","1,5%","1,9%"
1661,PCE,2012-07-31T07:30:00-05:00,June 2012,June,compatible_month,month=6,694,24036,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,missing,,missing,,0.1% m/m,,
2150,FOMC,2012-08-01T13:15:00-05:00,FOMC 2012-08-01,August,compatible_fomc_month,official_date_month=8,82,7008,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
128,EMPLOYMENT,2012-08-03T07:30:00-05:00,July 2012,July,compatible_month,month=7,707,24662,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,100 k,163 k,80 k
130,PPI,2012-08-14T07:30:00-05:00,July 2012,July,compatible_month,month=7,703,24467,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.2% m/m,0.3% m/m,0.1% m/m
2327,RETAIL_SALES,2012-08-14T07:30:00-05:00,July 2012,July,compatible_month,month=7,696,24150,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.3% m/m,0.8% m/m,-0.5% m/m
131,CPI,2012-08-15T07:30:00-05:00,July 2012,July,compatible_month,month=7,699,24295,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,missing,,missing,,0.2% m/m,,
2328,DURABLE_GOODS,2012-08-24T07:30:00-05:00,July 2012,July,compatible_month,month=7,59,4346,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,4% m/m","4,2% m/m","1,3% m/m"
1662,GDP,2012-08-29T07:30:00-05:00,Q2 2012 Second,2Q,compatible_quarter,quarter=2,690,23829,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,7%","1,7%",2%
1663,PCE,2012-08-30T07:30:00-05:00,July 2012,July,compatible_month,month=7,694,24041,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.4% m/m,0.4% m/m,
132,EMPLOYMENT,2012-09-07T07:30:00-05:00,August 2012,August,compatible_month,month=8,707,24667,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,125 k,96 k,163 k
134,PPI,2012-09-13T07:30:00-05:00,August 2012,August,compatible_month,month=8,703,24471,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1.1% m/m,1.7% m/m,0.3% m/m
2151,FOMC,2012-09-13T11:30:00-05:00,FOMC 2012-09-13,September,compatible_fomc_month,official_date_month=9,82,7015,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
135,CPI,2012-09-14T07:30:00-05:00,August 2012,August,compatible_month,month=8,699,24299,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,missing,,0.5% m/m,0.6% m/m,
2329,RETAIL_SALES,2012-09-14T07:30:00-05:00,August 2012,August,compatible_month,month=8,696,24155,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.7% m/m,0.9% m/m,0.8% m/m
2330,DURABLE_GOODS,2012-09-27T07:30:00-05:00,August 2012,August,compatible_month,month=8,59,4356,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-4,5% m/m","-13,2% m/m","4,1% m/m"
1664,GDP,2012-09-27T07:30:00-05:00,Q2 2012 Third,2Q,compatible_quarter,quarter=2,690,23830,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,7%","1,3%",2%
1665,PCE,2012-09-28T07:30:00-05:00,August 2012,August,compatible_month,month=8,694,24046,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.4% m/m,0.5% m/m,0.4% m/m
136,EMPLOYMENT,2012-10-05T07:30:00-05:00,September 2012,September,compatible_month,month=9,707,24672,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,112 k,114 k,96 k
138,PPI,2012-10-12T07:30:00-05:00,September 2012,September,compatible_month,month=9,703,24475,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.7% m/m,1.1% m/m,1.7% m/m
2331,RETAIL_SALES,2012-10-15T07:30:00-05:00,September 2012,September,compatible_month,month=9,696,24160,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.8% m/m,1.1% m/m,0.9% m/m
139,CPI,2012-10-16T07:30:00-05:00,September 2012,September,compatible_month,month=9,699,24303,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.5% m/m,0.6% m/m,0.6% m/m
2152,FOMC,2012-10-24T13:15:00-05:00,FOMC 2012-10-24,October,compatible_fomc_month,official_date_month=10,82,7021,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.25%,0.25%,0.25%
2332,DURABLE_GOODS,2012-10-25T07:30:00-05:00,September 2012,September,compatible_month,month=9,59,4366,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,7% m/m,"9,9% m/m","-13,2% m/m"
1666,GDP,2012-10-26T07:30:00-05:00,Q3 2012 Advance,3Q,compatible_quarter,quarter=3,690,23831,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,9%",2%,"1,3%"
1667,PCE,2012-10-29T07:30:00-05:00,September 2012,September,compatible_month,month=9,694,24051,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,0.6% m/m,0.8% m/m,0.5% m/m
140,EMPLOYMENT,2012-11-02T07:30:00-05:00,October 2012,October,compatible_month,month=10,707,24677,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,125 k,171 k,114 k
