economic_event_id,event_family,event_timestamp_utc,reference_period,oanda_period,period_status,period_detail,oanda_report_id,oanda_event_id,oanda_event,report_status,event_name_status,forecast_unit_status,forecast_unit_detail,actual_unit_status,actual_unit_detail,previous_unit_status,previous_unit_detail,forecast_raw,actual_raw,previous_raw
2394,DURABLE_GOODS,2015-05-26T07:30:00-05:00,April 2015,April,compatible_month,month=4,59,53081,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,4% m/m","-0,5% m/m","4,4% m/m"
1728,GDP,2015-05-29T07:30:00-05:00,Q1 2015 Second,1Q,compatible_quarter,quarter=1,690,50629,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2%","-0,7%","2,2%"
1729,PCE,2015-06-01T07:30:00-05:00,April 2015,April,compatible_month,month=4,694,50336,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,0% m/m","0,4% m/m"
267,EMPLOYMENT,2015-06-05T07:30:00-05:00,May 2015,May,compatible_month,month=5,707,50691,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,225 k,280 k,223 k
2395,RETAIL_SALES,2015-06-11T07:30:00-05:00,May 2015,May,compatible_month,month=5,696,53029,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,1% m/m","1,2% m/m","0,0% m/m"
269,PPI,2015-06-12T07:30:00-05:00,May 2015,May,compatible_month,month=5,703,50560,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,5% m/m","-0,4% m/m"
2173,FOMC,2015-06-17T13:00:00-05:00,FOMC 2015-06-17,June,compatible_fomc_month,official_date_month=6,82,50313,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0-0,25%","0-0,25%","0-0,25%"
270,CPI,2015-06-18T07:30:00-05:00,May 2015,May,compatible_month,month=5,699,50502,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5% m/m","0,4% m/m","0,1% m/m"
2396,DURABLE_GOODS,2015-06-23T07:30:00-05:00,May 2015,May,compatible_month,month=5,59,53083,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","-1,8% m/m",-1% m/m
1730,GDP,2015-06-24T07:30:00-05:00,Q1 2015 Third,1Q,compatible_quarter,quarter=1,690,50633,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,7%","-0,2%","2,2%"
1731,PCE,2015-06-25T07:30:00-05:00,May 2015,May,compatible_month,month=5,694,50340,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,6% m/m","0,9% m/m","0,0% m/m"
271,EMPLOYMENT,2015-07-02T07:30:00-05:00,June 2015,June,compatible_month,month=6,707,50697,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,230 k,223 k,280 k
2397,RETAIL_SALES,2015-07-14T07:30:00-05:00,June 2015,June,compatible_month,month=6,696,53032,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","-0,3% m/m","1,2% m/m"
273,PPI,2015-07-15T07:30:00-05:00,June 2015,June,compatible_month,month=6,703,50565,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,4% m/m","0,5% m/m"
274,CPI,2015-07-17T07:30:00-05:00,June 2015,June,compatible_month,month=6,699,50507,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,4% m/m"
2398,DURABLE_GOODS,2015-07-27T07:30:00-05:00,June 2015,June,compatible_month,month=6,59,53085,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,3% m/m,"3,4% m/m","-2,2% m/m"
2174,FOMC,2015-07-29T13:00:00-05:00,FOMC 2015-07-29,July,compatible_fomc_month,official_date_month=7,82,50314,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0-0,25%","0-0,25%","0-0,25%"
1732,GDP,2015-07-30T07:30:00-05:00,Q2 2015 Advance,2Q,compatible_quarter,quarter=2,690,50637,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,6%","2,3%","-0,2%"
1733,PCE,2015-08-03T07:30:00-05:00,June 2015,June,compatible_month,month=6,694,50344,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,9% m/m"
275,EMPLOYMENT,2015-08-07T07:30:00-05:00,July 2015,July,compatible_month,month=7,707,50703,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,223 k,215 k,223 k
2399,RETAIL_SALES,2015-08-13T07:30:00-05:00,July 2015,July,compatible_month,month=7,696,53035,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,6% m/m","-0,3% m/m"
277,PPI,2015-08-14T07:30:00-05:00,July 2015,July,compatible_month,month=7,703,50570,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,4% m/m"
278,CPI,2015-08-19T07:30:00-05:00,July 2015,July,compatible_month,month=7,699,50512,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,3% m/m"
2400,DURABLE_GOODS,2015-08-26T07:30:00-05:00,July 2015,July,compatible_month,month=7,59,53087,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,4% m/m",2% m/m,"3,4% m/m"
1734,GDP,2015-08-27T07:30:00-05:00,Q2 2015 Second,2Q,compatible_quarter,quarter=2,690,50641,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,3%","3,7%","0,6%"
1735,PCE,2015-08-28T07:30:00-05:00,July 2015,July,compatible_month,month=7,694,50348,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,3% m/m","0,2% m/m"
279,EMPLOYMENT,2015-09-04T07:30:00-05:00,August 2015,August,compatible_month,month=8,707,50709,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,220 k,173 k,215 k
281,PPI,2015-09-11T07:30:00-05:00,August 2015,August,compatible_month,month=8,703,50575,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","0,0% m/m","0,2% m/m"
2401,RETAIL_SALES,2015-09-15T07:30:00-05:00,August 2015,August,compatible_month,month=8,696,53038,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","0,6% m/m"
282,CPI,2015-09-16T07:30:00-05:00,August 2015,August,compatible_month,month=8,699,50517,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","-0,1% m/m","0,1% m/m"
2175,FOMC,2015-09-17T13:00:00-05:00,FOMC 2015-09-17,September,compatible_fomc_month,official_date_month=9,82,50315,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0-0,25%","0-0,25%","0-0,25%"
2402,DURABLE_GOODS,2015-09-24T07:30:00-05:00,August 2015,August,compatible_month,month=8,59,53089,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-2% m/m,-2% m/m,"2,2% m/m"
1736,GDP,2015-09-25T07:30:00-05:00,Q2 2015 Third,2Q,compatible_quarter,quarter=2,690,50645,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,7%","3,9%","0,6%"
1737,PCE,2015-09-28T07:30:00-05:00,August 2015,August,compatible_month,month=8,694,50352,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,4% m/m","0,3% m/m"
283,EMPLOYMENT,2015-10-02T07:30:00-05:00,September 2015,September,compatible_month,month=9,707,50715,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,142 k,173 k
284,PPI,2015-10-14T07:30:00-05:00,September 2015,September,compatible_month,month=9,703,50580,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,2% m/m","-0,5% m/m","0,0% m/m"
2403,RETAIL_SALES,2015-10-14T07:30:00-05:00,September 2015,September,compatible_month,month=9,696,53041,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,2% m/m"
285,CPI,2015-10-15T07:30:00-05:00,September 2015,September,compatible_month,month=9,699,50522,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,2% m/m","-0,2% m/m","-0,1% m/m"
2404,DURABLE_GOODS,2015-10-27T07:30:00-05:00,September 2015,September,compatible_month,month=9,59,53091,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-1,2% m/m","-1,2% m/m","-2,3% m/m"
2176,FOMC,2015-10-28T13:00:00-05:00,FOMC 2015-10-28,October,compatible_fomc_month,official_date_month=10,82,50316,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0-0,25%","0-0,25%","0-0,25%"
1738,GDP,2015-10-29T07:30:00-05:00,Q3 2015 Advance,3Q,compatible_quarter,quarter=3,690,50649,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,6%","1,5%","3,9%"
1739,PCE,2015-10-30T07:30:00-05:00,September 2015,September,compatible_month,month=9,694,50356,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,4% m/m"
287,EMPLOYMENT,2015-11-06T07:30:00-06:00,October 2015,October,compatible_month,month=10,707,50721,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,180 k,271 k,142 k
289,PPI,2015-11-13T07:30:00-06:00,October 2015,October,compatible_month,month=10,703,50585,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","-0,4% m/m","-0,5% m/m"
2405,RETAIL_SALES,2015-11-13T07:30:00-06:00,October 2015,October,compatible_month,month=10,696,53044,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,1% m/m","0,1% m/m"
290,CPI,2015-11-17T07:30:00-06:00,October 2015,October,compatible_month,month=10,699,50527,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","-0,2% m/m"
1740,GDP,2015-11-24T07:30:00-06:00,Q3 2015 Second,3Q,compatible_quarter,quarter=3,690,50653,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,5%","2,1%","3,9%"
2406,DURABLE_GOODS,2015-11-25T07:30:00-06:00,October 2015,October,compatible_month,month=10,59,53093,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,5% m/m",3% m/m,"-1,2% m/m"
1741,PCE,2015-11-25T07:30:00-06:00,October 2015,October,compatible_month,month=10,694,50360,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,1% m/m","0,1% m/m"
291,EMPLOYMENT,2015-12-04T07:30:00-06:00,November 2015,November,compatible_month,month=11,707,50727,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,211 k,271 k
293,PPI,2015-12-11T07:30:00-06:00,November 2015,November,compatible_month,month=11,703,50590,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,3% m/m","-0,4% m/m"
2407,RETAIL_SALES,2015-12-11T07:30:00-06:00,November 2015,November,compatible_month,month=11,696,53047,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","0,1% m/m"
294,CPI,2015-12-15T07:30:00-06:00,November 2015,November,compatible_month,month=11,699,50532,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,0% m/m","0,2% m/m"
2177,FOMC,2015-12-16T13:00:00-06:00,FOMC 2015-12-16,December,compatible_fomc_month,official_date_month=12,82,50317,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0-0,25%"
1742,GDP,2015-12-22T07:30:00-06:00,Q3 2015 Third,3Q,compatible_quarter,quarter=3,690,50657,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,1%","2,0%","3,9%"
2408,DURABLE_GOODS,2015-12-23T07:30:00-06:00,November 2015,November,compatible_month,month=11,59,53095,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,6% m/m","0,0% m/m","2,9% m/m"
1743,PCE,2015-12-23T07:30:00-06:00,November 2015,November,compatible_month,month=11,694,50364,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,1% m/m"
295,EMPLOYMENT,2016-01-08T07:30:00-06:00,December 2015,December,compatible_month,month=12,707,59859,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,292 k,211 k
297,PPI,2016-01-15T07:30:00-06:00,December 2015,December,compatible_month,month=12,703,59659,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","-0,2% m/m","0,3% m/m"
2409,RETAIL_SALES,2016-01-15T07:30:00-06:00,December 2015,December,compatible_month,month=12,696,60273,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","-0,1% m/m","0,2% m/m"
298,CPI,2016-01-20T07:30:00-06:00,December 2015,December,compatible_month,month=12,699,59599,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","-0,1% m/m","0,0% m/m"
2178,FOMC,2016-01-27T13:00:00-06:00,FOMC 2016-01-27,January,compatible_fomc_month,official_date_month=1,82,56616,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0,25-0,50%"
2410,DURABLE_GOODS,2016-01-28T07:30:00-06:00,December 2015,December,compatible_month,month=12,59,60340,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,6% m/m","-5,1% m/m","0,0% m/m"
1744,GDP,2016-01-29T07:30:00-06:00,Q4 2015 Advance,4Q,compatible_quarter,quarter=4,690,63581,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,8%","0,7%","2,0%"
1745,PCE,2016-02-01T07:30:00-06:00,December 2015,December,compatible_month,month=12,694,58156,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,0% m/m","0,3% m/m"
299,EMPLOYMENT,2016-02-05T07:30:00-06:00,January 2016,January,compatible_month,month=1,707,59865,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,190 k,151 k,292 k
2411,RETAIL_SALES,2016-02-12T07:30:00-06:00,January 2016,January,compatible_month,month=1,696,60276,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,2% m/m","-0,1% m/m"
301,PPI,2016-02-17T07:30:00-06:00,January 2016,January,compatible_month,month=1,703,59664,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,2% m/m","0,1% m/m","-0,2% m/m"
302,CPI,2016-02-19T07:30:00-06:00,January 2016,January,compatible_month,month=1,699,59604,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","0,0% m/m","-0,1% m/m"
2412,DURABLE_GOODS,2016-02-25T07:30:00-06:00,January 2016,January,compatible_month,month=1,59,60342,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,5% m/m","4,9% m/m",-5% m/m
1746,GDP,2016-02-26T07:30:00-06:00,Q4 2015 Second,4Q,compatible_quarter,quarter=4,690,63582,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,7%",1%,"2,0%"
1747,PCE,2016-02-26T09:00:00-06:00,January 2016,January,compatible_month,month=1,694,58160,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,5% m/m","0,0% m/m"
303,EMPLOYMENT,2016-03-04T07:30:00-06:00,February 2016,February,compatible_month,month=2,707,59871,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,190 k,242 k,151 k
304,PPI,2016-03-15T07:30:00-05:00,February 2016,February,compatible_month,month=2,703,59669,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","-0,2% m/m","0,1% m/m"
2413,RETAIL_SALES,2016-03-15T07:30:00-05:00,February 2016,February,compatible_month,month=2,696,60279,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,2% m/m","-0,1% m/m","0,2% m/m"
305,CPI,2016-03-16T07:30:00-05:00,February 2016,February,compatible_month,month=2,699,59609,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,2% m/m","-0,2% m/m","0,0% m/m"
2179,FOMC,2016-03-16T13:00:00-05:00,FOMC 2016-03-16,March,compatible_fomc_month,official_date_month=3,82,56617,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0,25-0,50%"
2414,DURABLE_GOODS,2016-03-24T07:30:00-05:00,February 2016,February,compatible_month,month=2,59,60344,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-2,9% m/m","-2,8% m/m","4,7% m/m"
1748,GDP,2016-03-25T07:30:00-05:00,Q4 2015 Third,4Q,compatible_quarter,quarter=4,690,63583,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,1%,"1,4%","2,0%"
1749,PCE,2016-03-28T07:30:00-05:00,February 2016,February,compatible_month,month=2,694,58164,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,1% m/m","0,5% m/m"
308,EMPLOYMENT,2016-04-01T07:30:00-05:00,March 2016,March,compatible_month,month=3,707,59877,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,205 k,215 k,242 k
310,PPI,2016-04-13T07:30:00-05:00,March 2016,March,compatible_month,month=3,703,59674,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","-0,1% m/m","-0,2% m/m"
2415,RETAIL_SALES,2016-04-13T07:30:00-05:00,March 2016,March,compatible_month,month=3,696,60282,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","-0,3% m/m","-0,1% m/m"
311,CPI,2016-04-14T07:30:00-05:00,March 2016,March,compatible_month,month=3,699,59614,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","-0,2% m/m"
2416,DURABLE_GOODS,2016-04-26T07:30:00-05:00,March 2016,March,compatible_month,month=3,59,60346,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,7% m/m","0,8% m/m",-3% m/m
2180,FOMC,2016-04-27T13:00:00-05:00,FOMC 2016-04-27,April,compatible_fomc_month,official_date_month=4,82,56618,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0,25-0,50%"
1750,GDP,2016-04-28T07:30:00-05:00,Q1 2016 Advance,1Q,compatible_quarter,quarter=1,690,57366,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,7%","0,5%","0,7%"
1751,PCE,2016-04-29T07:30:00-05:00,March 2016,March,compatible_month,month=3,694,58168,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,1% m/m"
312,EMPLOYMENT,2016-05-06T07:30:00-05:00,April 2016,April,compatible_month,month=4,707,59883,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,160 k,215 k
314,PPI,2016-05-13T07:30:00-05:00,April 2016,April,compatible_month,month=4,703,59679,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","-0,1% m/m"
2417,RETAIL_SALES,2016-05-13T07:30:00-05:00,April 2016,April,compatible_month,month=4,696,60285,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,7% m/m","1,3% m/m","-0,3% m/m"
315,CPI,2016-05-17T07:30:00-05:00,April 2016,April,compatible_month,month=4,699,59619,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m",04% m/m,"0,1% m/m"
2418,DURABLE_GOODS,2016-05-26T07:30:00-05:00,April 2016,April,compatible_month,month=4,59,60348,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5% m/m","3,4% m/m","0,8% m/m"
1752,GDP,2016-05-27T07:30:00-05:00,Q1 2016 Second,1Q,compatible_quarter,quarter=1,690,57370,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5%","0,8%",1%
1753,PCE,2016-05-31T07:30:00-05:00,April 2016,April,compatible_month,month=4,694,58172,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,7% m/m",1% m/m,"0,1% m/m"
316,EMPLOYMENT,2016-06-03T07:30:00-05:00,May 2016,May,compatible_month,month=5,707,59889,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,161 k,38 k,160 k
2419,RETAIL_SALES,2016-06-14T07:30:00-05:00,May 2016,May,compatible_month,month=5,696,60288,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,5% m/m","1,3% m/m"
318,PPI,2016-06-15T07:30:00-05:00,May 2016,May,compatible_month,month=5,703,59684,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,4% m/m","0,2% m/m"
2181,FOMC,2016-06-15T13:00:00-05:00,FOMC 2016-06-15,June,compatible_fomc_month,official_date_month=6,82,56619,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0,25-0,50%"
319,CPI,2016-06-16T07:30:00-05:00,May 2016,May,compatible_month,month=5,699,59624,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m",04% m/m
2420,DURABLE_GOODS,2016-06-24T07:30:00-05:00,May 2016,May,compatible_month,month=5,59,60350,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,5% m/m","-2,2% m/m","3,4% m/m"
1754,GDP,2016-06-28T07:30:00-05:00,Q1 2016 Third,1Q,compatible_quarter,quarter=1,690,57374,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,8%","1,1%","1,4%"
1755,PCE,2016-06-29T07:30:00-05:00,May 2016,May,compatible_month,month=5,694,58176,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,4% m/m",1% m/m
320,EMPLOYMENT,2016-07-08T07:30:00-05:00,June 2016,June,compatible_month,month=6,707,59895,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,178 k,287 k,38 k
322,PPI,2016-07-14T07:30:00-05:00,June 2016,June,compatible_month,month=6,703,59689,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,5% m/m","0,4% m/m"
323,CPI,2016-07-15T07:30:00-05:00,June 2016,June,compatible_month,month=6,699,59629,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","0,2% m/m"
2421,RETAIL_SALES,2016-07-15T07:30:00-05:00,June 2016,June,compatible_month,month=6,696,60291,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,6% m/m","0,5% m/m"
2422,DURABLE_GOODS,2016-07-27T07:30:00-05:00,June 2016,June,compatible_month,month=6,59,60352,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-1,1% m/m",-4% m/m,"-2,3% m/m"
2182,FOMC,2016-07-27T13:00:00-05:00,FOMC 2016-07-27,July,compatible_fomc_month,official_date_month=7,82,56620,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,25-0,50%","0,25-0,50%","0,25-0,50%"
1756,GDP,2016-07-29T07:30:00-05:00,Q2 2016 Advance,2Q,compatible_quarter,quarter=2,690,57378,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,6%","1,2%","1,1%"
1757,PCE,2016-08-02T07:30:00-05:00,June 2016,June,compatible_month,month=6,694,58180,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,4% m/m","0,4% m/m"
324,EMPLOYMENT,2016-08-05T07:30:00-05:00,July 2016,July,compatible_month,month=7,707,59901,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,175 k,255 k,287 k
326,PPI,2016-08-12T07:30:00-05:00,July 2016,July,compatible_month,month=7,703,59694,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","-0,4% m/m","0,5% m/m"
2423,RETAIL_SALES,2016-08-12T07:30:00-05:00,July 2016,July,compatible_month,month=7,696,60294,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,0% m/m","0,6% m/m"
327,CPI,2016-08-16T07:30:00-05:00,July 2016,July,compatible_month,month=7,699,59634,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,0% m/m","0,2% m/m"
2424,DURABLE_GOODS,2016-08-25T07:30:00-05:00,July 2016,July,compatible_month,month=7,59,60354,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,3% m/m","4,4% m/m","-3,9% m/m"
1758,GDP,2016-08-26T07:30:00-05:00,Q2 2016 Second,2Q,compatible_quarter,quarter=2,690,57382,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,2%","1,1%","0,8%"
1759,PCE,2016-08-29T07:30:00-05:00,July 2016,July,compatible_month,month=7,694,58184,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,4% m/m"
