event_family,official_event_timestamp_utc,official_release_date,official_source_agency,original_unmatched_reason,classification,detail,cached_file,cached_file_exists,cached_total_rows,cached_us_rows,expected_pinned_report_ids,same_day_us_report_ids,same_day_us_event_names,pinned_report_rows,accepted_candidate_rows,rejected_pinned_rows,pinned_row_detail
JOLTS,2015-11-12T09:00:00-06:00,2015-11-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"11 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 50, 711, 712, 713, 909, 910, 912, 914, 915, 941]",EconomicCalendar/raw/oanda/daily/2015-11-12.json,1,30,11,1371,40|50|711|712|713|909|910|912|914|915|941,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | FOMC Member Bullard Speaks | FOMC Member Dudley Speaks | FOMC Member Evans Speaks | FOMC Member Lacker Speaks | FOMC Member Plosser Speaks | Federal Budget Balance | Federal Reserve Chairwoman Janet L. Yellen Speaks | Gasoline Stocks - Weekly Change | Weekly Jobless Claims,0,0,0,
JOLTS,2015-12-08T09:00:00-06:00,2015-12-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2015-12-08.json,1,27,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2016-01-12T09:00:00-06:00,2016-01-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 912, 947, 999]",EconomicCalendar/raw/oanda/daily/2016-01-12.json,1,18,4,1371,803|912|947|999,Crude Oil Stocks (API) - Weekly Change | FOMC Member Fischer Speaks | FOMC Member Kaplan Speaks | FOMC Member Lacker Speaks,0,0,0,
JOLTS,2016-02-09T09:00:00-06:00,2016-02-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2016-02-09.json,1,10,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2016-03-17T09:00:00-05:00,2016-03-17,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [50, 61, 65, 72]",EconomicCalendar/raw/oanda/daily/2016-03-17.json,1,40,4,1371,50|61|65|72,Conference Board Leading Indicators | Current Account | Philadelphia Fed Index | Weekly Jobless Claims,0,0,0,
JOLTS,2016-04-05T09:00:00-05:00,2016-04-05,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"8 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803, 817, 818, 914, 939]",EconomicCalendar/raw/oanda/daily/2016-04-05.json,1,24,8,1371,683|684|685|803|817|818|914|939,Business Activity Index | Crude Oil Stocks (API) - Weekly Change | Exports | FOMC Member Evans Speaks | ISM Non-Manufacturing Index | Imports | Services PMI - fin.. | Trade Balance,0,0,0,
JOLTS,2016-05-10T09:00:00-05:00,2016-05-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 919]",EconomicCalendar/raw/oanda/daily/2016-05-10.json,1,22,3,1371,78|803|919,Crude Oil Stocks (API) - Weekly Change | FOMC Member Williams Speaks | Wholesale Inventories,0,0,0,
JOLTS,2016-06-08T09:00:00-05:00,2016-06-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [711, 712, 713]",EconomicCalendar/raw/oanda/daily/2016-06-08.json,1,31,3,1371,711|712|713,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | Gasoline Stocks - Weekly Change,0,0,0,
JOLTS,2016-07-12T09:00:00-05:00,2016-07-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 904, 915, 945, 1012]",EconomicCalendar/raw/oanda/daily/2016-07-12.json,1,16,6,1371,78|803|904|915|945|1012,Crude Oil Stocks (API) - Weekly Change | FOMC Member Bullard Speaks | FOMC Member Kashkari Speaks | FOMC Member Mester Speaks | FOMC Member Tarullo Speaks | Wholesale Inventories,0,0,0,
JOLTS,2016-08-10T09:00:00-05:00,2016-08-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 711, 712, 713]",EconomicCalendar/raw/oanda/daily/2016-08-10.json,1,17,4,1371,40|711|712|713,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | Federal Budget Balance | Gasoline Stocks - Weekly Change,0,0,0,
JOLTS,2016-09-07T09:00:00-05:00,2016-09-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [37, 803, 919]",EconomicCalendar/raw/oanda/daily/2016-09-07.json,1,24,3,1371,37|803|919,Beige Book | Crude Oil Stocks (API) - Weekly Change | FOMC Member Williams Speaks,0,0,0,
JOLTS,2016-10-12T09:00:00-05:00,2016-10-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [81, 803, 909, 917]",EconomicCalendar/raw/oanda/daily/2016-10-12.json,1,19,4,1371,81|803|909|917,Crude Oil Stocks (API) - Weekly Change | FOMC Member Dudley Speaks | FOMC Member George Speaks | FOMC Minutes,0,0,0,
JOLTS,2016-11-08T09:00:00-06:00,2016-11-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 914]",EconomicCalendar/raw/oanda/daily/2016-11-08.json,1,28,2,1371,803|914,Crude Oil Stocks (API) - Weekly Change | FOMC Member Evans Speaks,0,0,0,
JOLTS,2016-12-07T09:00:00-06:00,2016-12-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 711, 712, 713]",EconomicCalendar/raw/oanda/daily/2016-12-07.json,1,24,4,1371,76|711|712|713,Consumer Credit | Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | Gasoline Stocks - Weekly Change,0,0,0,
JOLTS,2017-01-10T09:00:00-06:00,2017-01-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2017-01-10.json,1,15,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2017-02-07T09:00:00-06:00,2017-02-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2017-02-07.json,1,18,5,1371,76|683|684|685|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | Exports | Imports | Trade Balance,0,0,0,
JOLTS,2017-03-16T09:00:00-05:00,2017-03-16,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [50, 54, 55, 65]",EconomicCalendar/raw/oanda/daily/2017-03-16.json,1,35,4,1371,50|54|55|65,Building Permits | Housing Starts | Philadelphia Fed Index | Weekly Jobless Claims,0,0,0,
JOLTS,2017-04-11T09:00:00-05:00,2017-04-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 1012]",EconomicCalendar/raw/oanda/daily/2017-04-11.json,1,21,2,1371,803|1012,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kashkari Speaks,0,0,0,
JOLTS,2017-05-09T09:00:00-05:00,2017-05-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 908, 999]",EconomicCalendar/raw/oanda/daily/2017-05-09.json,1,18,4,1371,78|803|908|999,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kaplan Speaks | FOMC Member Rosengren Speaks | Wholesale Inventories,0,0,0,
JOLTS,2017-06-06T09:00:00-05:00,2017-06-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2017-06-06.json,1,11,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2017-07-11T09:00:00-05:00,2017-07-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 919, 961, 1012]",EconomicCalendar/raw/oanda/daily/2017-07-11.json,1,12,5,1371,78|803|919|961|1012,Crude Oil Stocks (API) - Weekly Change | FOMC Member Brainard Speaks | FOMC Member Kashkari Speaks | FOMC Member Williams Speaks | Wholesale Inventories,0,0,0,
JOLTS,2017-08-08T09:00:00-05:00,2017-08-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2017-08-08.json,1,16,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2017-09-12T09:00:00-05:00,2017-09-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2017-09-12.json,1,13,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2017-10-11T09:00:00-05:00,2017-10-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [81, 803, 914, 999]",EconomicCalendar/raw/oanda/daily/2017-10-11.json,1,10,4,1371,81|803|914|999,Crude Oil Stocks (API) - Weekly Change | FOMC Member Evans Speaks | FOMC Member Kaplan Speaks | FOMC Minutes,0,0,0,
JOLTS,2017-11-07T09:00:00-06:00,2017-11-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803, 941]",EconomicCalendar/raw/oanda/daily/2017-11-07.json,1,18,3,1371,76|803|941,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairwoman Janet L. Yellen Speaks,0,0,0,
JOLTS,2017-12-11T09:00:00-06:00,2017-12-11,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 12 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2017-12-11.json,1,12,0,1371,,,0,0,0,
JOLTS,2018-01-09T09:00:00-06:00,2018-01-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 1012]",EconomicCalendar/raw/oanda/daily/2018-01-09.json,1,21,2,1371,803|1012,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kashkari Speaks,0,0,0,
JOLTS,2018-02-06T09:00:00-06:00,2018-02-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803, 915]",EconomicCalendar/raw/oanda/daily/2018-02-06.json,1,19,5,1371,683|684|685|803|915,Crude Oil Stocks (API) - Weekly Change | Exports | FOMC Member Bullard Speaks | Imports | Trade Balance,0,0,0,
JOLTS,2018-03-16T09:00:00-05:00,2018-03-16,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"8 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 54, 55, 68, 1084, 1085, 1099]",EconomicCalendar/raw/oanda/daily/2018-03-16.json,1,34,8,1371,45|46|54|55|68|1084|1085|1099,Building Permits | Capacity Utilization | Housing Starts | Industrial Production | Oil Rig Count | University of Michigan 1-Year Inflation Outlook - pre.. | University of Michigan 5-Year Inflation Outlook - pre.. | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2018-04-13T09:00:00-05:00,2018-04-13,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [68, 908, 915, 1084, 1085, 1099]",EconomicCalendar/raw/oanda/daily/2018-04-13.json,1,25,6,1371,68|908|915|1084|1085|1099,FOMC Member Bullard Speaks | FOMC Member Rosengren Speaks | Oil Rig Count | University of Michigan 1-Year Inflation Outlook - pre.. | University of Michigan 5-Year Inflation Outlook - pre.. | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2018-05-08T09:00:00-05:00,2018-05-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 1165]",EconomicCalendar/raw/oanda/daily/2018-05-08.json,1,20,2,1371,803|1165,Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairman Jerome Powell Speaks,0,0,0,
JOLTS,2018-06-05T09:00:00-05:00,2018-06-05,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 817, 818, 939, 1077, 1078]",EconomicCalendar/raw/oanda/daily/2018-06-05.json,1,26,6,1371,803|817|818|939|1077|1078,Business Activity Index | Crude Oil Stocks (API) - Weekly Change | ISM Non-Manufacturing Employment Index | ISM Non-Manufacturing Index | ISM Non-Manufacturing Prices Index | Services PMI - fin..,0,0,0,
JOLTS,2018-07-10T09:00:00-05:00,2018-07-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2018-07-10.json,1,22,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2018-08-07T09:00:00-05:00,2018-08-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803]",EconomicCalendar/raw/oanda/daily/2018-08-07.json,1,18,2,1371,76|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2018-09-11T09:00:00-05:00,2018-09-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2018-09-11.json,1,10,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2018-10-16T09:00:00-05:00,2018-10-16,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 71, 716, 717, 803]",EconomicCalendar/raw/oanda/daily/2018-10-16.json,1,30,6,1371,45|46|71|716|717|803,Capacity Utilization | Crude Oil Stocks (API) - Weekly Change | Industrial Production | Monthly Net TIC Flows | NAHB Housing Market Index | Net Long-Term TIC Flows,0,0,0,
JOLTS,2018-11-06T09:00:00-06:00,2018-11-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2018-11-06.json,1,22,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2018-12-10T09:00:00-06:00,2018-12-10,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 30 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2018-12-10.json,1,30,0,1371,,,0,0,0,
JOLTS,2019-01-08T09:00:00-06:00,2019-01-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803]",EconomicCalendar/raw/oanda/daily/2019-01-08.json,1,24,2,1371,76|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2019-02-12T09:00:00-06:00,2019-02-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 1165]",EconomicCalendar/raw/oanda/daily/2019-02-12.json,1,6,2,1371,803|1165,Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairman Jerome Powell Speaks,0,0,0,
JOLTS,2019-03-15T09:00:00-05:00,2019-03-15,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"9 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 68, 69, 716, 717, 1084, 1085, 1099]",EconomicCalendar/raw/oanda/daily/2019-03-15.json,1,26,9,1371,45|46|68|69|716|717|1084|1085|1099,Capacity Utilization | Industrial Production | Monthly Net TIC Flows | NY Empire State Manufacturing Index | Net Long-Term TIC Flows | Oil Rig Count | University of Michigan 1-Year Inflation Outlook - pre.. | University of Michigan 5-Year Inflation Outlook - pre.. | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2019-04-09T09:00:00-05:00,2019-04-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2019-04-09.json,1,9,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2019-05-07T09:00:00-05:00,2019-05-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803, 999, 1149]",EconomicCalendar/raw/oanda/daily/2019-05-07.json,1,16,4,1371,76|803|999|1149,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | FOMC Member Kaplan Speaks | FOMC Member Quarles Speaks,0,0,0,
JOLTS,2019-06-10T09:00:00-05:00,2019-06-10,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 22 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2019-06-10.json,1,22,0,1371,,,0,0,0,
JOLTS,2019-07-09T09:00:00-05:00,2019-07-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 907, 915, 1142, 1149]",EconomicCalendar/raw/oanda/daily/2019-07-09.json,1,17,5,1371,803|907|915|1142|1149,Crude Oil Stocks (API) - Weekly Change | FOMC Member Bostic Speaks | FOMC Member Bullard Speaks | FOMC Member Powell Speaks | FOMC Member Quarles Speaks,0,0,0,
JOLTS,2019-08-06T09:00:00-05:00,2019-08-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 915, 997]",EconomicCalendar/raw/oanda/daily/2019-08-06.json,1,15,3,1371,803|915|997,Crude Oil Stocks (API) - Weekly Change | FOMC Member Bullard Speaks | FOMC Member Harker Speaks,0,0,0,
JOLTS,2019-09-10T09:00:00-05:00,2019-09-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2019-09-10.json,1,19,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2019-10-09T09:00:00-05:00,2019-10-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"7 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 81, 711, 712, 713, 917, 1165]",EconomicCalendar/raw/oanda/daily/2019-10-09.json,1,13,7,1371,78|81|711|712|713|917|1165,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | FOMC Member George Speaks | FOMC Minutes | Federal Reserve Chairman Jerome Powell Speaks | Gasoline Stocks - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2019-11-05T09:00:00-06:00,2019-11-05,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"11 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803, 817, 818, 939, 999, 1077, 1078, 1175]",EconomicCalendar/raw/oanda/daily/2019-11-05.json,1,21,11,1371,683|684|685|803|817|818|939|999|1077|1078|1175,Business Activity Index | Crude Oil Stocks (API) - Weekly Change | Exports | FOMC Member Barkin Speaks | FOMC Member Kaplan Speaks | ISM Non-Manufacturing Employment Index | ISM Non-Manufacturing Index | ISM Non-Manufacturing Prices Index | Imports | Services PMI - fin.. | Trade Balance,0,0,0,
JOLTS,2019-12-17T09:00:00-06:00,2019-12-17,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 54, 55, 803]",EconomicCalendar/raw/oanda/daily/2019-12-17.json,1,18,5,1371,45|46|54|55|803,Building Permits | Capacity Utilization | Crude Oil Stocks (API) - Weekly Change | Housing Starts | Industrial Production,0,0,0,
JOLTS,2020-01-17T09:00:00-06:00,2020-01-17,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"10 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 54, 55, 68, 997, 1084, 1085, 1099, 1149]",EconomicCalendar/raw/oanda/daily/2020-01-17.json,1,28,10,1371,45|46|54|55|68|997|1084|1085|1099|1149,Building Permits | Capacity Utilization | FOMC Member Harker Speaks | FOMC Member Quarles Speaks | Housing Starts | Industrial Production | Oil Rig Count | University of Michigan 1-Year Inflation Outlook - pre.. | University of Michigan 5-Year Inflation Outlook - pre.. | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2020-02-11T09:00:00-06:00,2020-02-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 881, 1012, 1149]",EconomicCalendar/raw/oanda/daily/2020-02-11.json,1,15,4,1371,803|881|1012|1149,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kashkari Speaks | FOMC Member Quarles Speaks | Fed Chair Testifies,0,0,0,
JOLTS,2020-03-17T09:00:00-05:00,2020-03-17,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"8 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 71, 79, 696, 697, 803, 1092]",EconomicCalendar/raw/oanda/daily/2020-03-17.json,1,28,8,1371,45|46|71|79|696|697|803|1092,Business Inventories | Capacity Utilization | Crude Oil Stocks (API) - Weekly Change | Industrial Production | NAHB Housing Market Index | Retail Sales | Retail Sales Ex Autos | Retail Sales Ex Gas and Autos,0,0,0,
FOMC,2020-03-23T07:00:00-05:00,2020-03-23,FEDERAL_RESERVE,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 2 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2020-03-23.json,1,2,0,82,,,0,0,0,
JOLTS,2020-04-07T09:00:00-05:00,2020-04-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803]",EconomicCalendar/raw/oanda/daily/2020-04-07.json,1,26,2,1371,76|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2020-05-15T09:00:00-05:00,2020-05-15,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"13 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 68, 69, 79, 696, 697, 716, 717, 1084, 1085, 1092, 1099]",EconomicCalendar/raw/oanda/daily/2020-05-15.json,1,42,13,1371,45|46|68|69|79|696|697|716|717|1084|1085|1092|1099,Business Inventories | Capacity Utilization | Industrial Production | Monthly Net TIC Flows | NY Empire State Manufacturing Index | Net Long-Term TIC Flows | Oil Rig Count | Retail Sales | Retail Sales Ex Autos | Retail Sales Ex Gas and Autos | University of Michigan 1-Year Inflation Outlook - pre.. | University of Michigan 5-Year Inflation Outlook - pre.. | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2020-06-09T09:00:00-05:00,2020-06-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2020-06-09.json,1,15,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2020-07-07T09:00:00-05:00,2020-07-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 1142, 1149, 1175, 1202]",EconomicCalendar/raw/oanda/daily/2020-07-07.json,1,23,5,1371,803|1142|1149|1175|1202,Crude Oil Stocks (API) - Weekly Change | FOMC Member Barkin Speaks | FOMC Member Bostic Speaks | FOMC Member Daly Speaks | FOMC Member Quarles Speaks,0,0,0,
JOLTS,2020-08-10T09:00:00-05:00,2020-08-10,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 10 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2020-08-10.json,1,10,0,1371,,,0,0,0,
JOLTS,2020-09-09T09:00:00-05:00,2020-09-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2020-09-09.json,1,10,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2020-10-06T09:00:00-05:00,2020-10-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803, 997, 1165]",EconomicCalendar/raw/oanda/daily/2020-10-06.json,1,18,6,1371,683|684|685|803|997|1165,Crude Oil Stocks (API) - Weekly Change | Exports | FOMC Member Harker Speaks | Federal Reserve Chairman Jerome Powell Speaks | Imports | Trade Balance,0,0,0,
JOLTS,2020-11-10T09:00:00-06:00,2020-11-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 908, 961, 1149]",EconomicCalendar/raw/oanda/daily/2020-11-10.json,1,26,5,1371,803|908|961|1149,Crude Oil Stocks (API) - Weekly Change | FOMC Member Brainard Speaks | FOMC Member Quarles Speaks | FOMC Member Rosengren Speaks,0,0,0,
