lTid,cDealable,CurrencyPair,RateDateTime,RateBid,RateAsk
6357593293,D,COR/USD,2018-01-19 11:11:49.160000000,3.517500,3.520000
6357594530,D,COR/USD,2018-01-19 11:12:18.660000000,3.518800,3.521300
6357594573,D,COR/USD,2018-01-19 11:12:18.910000000,3.520000,3.522500
6357594807,D,COR/USD,2018-01-19 11:12:21.147000000,3.517500,3.520000
6357594821,D,COR/USD,2018-01-19 11:12:21.397000000,3.520000,3.522500
6357594825,D,COR/USD,2018-01-19 11:12:21.647000000,3.517500,3.520000
6357596189,D,COR/USD,2018-01-19 11:12:44.897000000,3.520000,3.522500
6357605533,D,COR/USD,2018-01-19 11:15:25.410000000,3.517500,3.520000
6357606242,D,COR/USD,2018-01-19 11:15:33.143000000,3.520000,3.522500
6357606492,D,COR/USD,2018-01-19 11:15:36.643000000,3.518800,3.521300
6357606516,D,COR/USD,2018-01-19 11:15:36.893000000,3.517500,3.520000
6357606548,D,COR/USD,2018-01-19 11:15:37.893000000,3.517500,3.522500
6357606562,D,COR/USD,2018-01-19 11:15:38.143000000,3.517500,3.520000
6357606580,D,COR/USD,2018-01-19 11:15:38.393000000,3.520000,3.522500
6357606837,D,COR/USD,2018-01-19 11:15:42.393000000,3.517500,3.520000
6357607068,D,COR/USD,2018-01-19 11:15:46.143000000,3.520000,3.522500
6357612677,D,COR/USD,2018-01-19 11:17:11.643000000,3.517500,3.522500
6357612739,D,COR/USD,2018-01-19 11:17:12.143000000,3.520000,3.522500
6357612920,D,COR/USD,2018-01-19 11:17:14.643000000,3.517500,3.520000
6357631090,D,COR/USD,2018-01-19 11:22:45.643000000,3.518800,3.521300
6357631099,D,COR/USD,2018-01-19 11:22:45.893000000,3.520000,3.522500
6357631373,D,COR/USD,2018-01-19 11:22:50.643000000,3.518800,3.521300
6357631389,D,COR/USD,2018-01-19 11:22:51.143000000,3.517500,3.520000
6357666369,D,COR/USD,2018-01-19 11:33:39.640000000,3.518800,3.521300
6357666377,D,COR/USD,2018-01-19 11:33:39.890000000,3.520000,3.522500
6357671231,D,COR/USD,2018-01-19 11:35:05.890000000,3.521300,3.523800
6357671246,D,COR/USD,2018-01-19 11:35:06.140000000,3.522500,3.525000
6357677358,D,COR/USD,2018-01-19 11:37:48.390000000,3.520000,3.522500
6357683812,D,COR/USD,2018-01-19 11:40:19.640000000,3.521300,3.523800
6357683820,D,COR/USD,2018-01-19 11:40:19.890000000,3.522500,3.525000
6357684474,D,COR/USD,2018-01-19 11:40:34.157000000,3.521300,3.523800
6357684513,D,COR/USD,2018-01-19 11:40:34.407000000,3.520000,3.522500
6357723521,D,COR/USD,2018-01-19 11:55:31.637000000,3.522500,3.525000
6357723733,D,COR/USD,2018-01-19 11:55:36.387000000,3.521300,3.523800
6357723762,D,COR/USD,2018-01-19 11:55:36.637000000,3.520000,3.522500
6357752360,D,COR/USD,2018-01-19 12:05:09.137000000,3.522500,3.525000
6357752905,D,COR/USD,2018-01-19 12:05:22.637000000,3.521300,3.523800
6357752913,D,COR/USD,2018-01-19 12:05:22.887000000,3.522500,3.525000
6357752934,D,COR/USD,2018-01-19 12:05:23.637000000,3.520000,3.522500
6357753105,D,COR/USD,2018-01-19 12:05:28.387000000,3.521300,3.523800
6357753123,D,COR/USD,2018-01-19 12:05:28.637000000,3.522500,3.525000
6357753682,D,COR/USD,2018-01-19 12:05:42.137000000,3.520000,3.522500
6357754748,D,COR/USD,2018-01-19 12:06:08.887000000,3.521300,3.523800
6357754764,D,COR/USD,2018-01-19 12:06:09.137000000,3.522500,3.525000
6357759838,D,COR/USD,2018-01-19 12:08:58.387000000,3.520000,3.522500
6357759953,D,COR/USD,2018-01-19 12:09:00.137000000,3.521300,3.523800
6357759960,D,COR/USD,2018-01-19 12:09:00.387000000,3.522500,3.525000
6357761354,D,COR/USD,2018-01-19 12:09:36.137000000,3.520000,3.522500
6357761375,D,COR/USD,2018-01-19 12:09:36.887000000,3.520000,3.525000
6357761380,D,COR/USD,2018-01-19 12:09:37.137000000,3.522500,3.525000
6357761484,D,COR/USD,2018-01-19 12:09:39.637000000,3.520000,3.525000
6357761513,D,COR/USD,2018-01-19 12:09:41.387000000,3.520000,3.522500
6357761521,D,COR/USD,2018-01-19 12:09:42.387000000,3.522500,3.525000
6357761758,D,COR/USD,2018-01-19 12:09:53.637000000,3.520000,3.522500
6357764076,D,COR/USD,2018-01-19 12:10:53.387000000,3.522500,3.525000
6357766609,D,COR/USD,2018-01-19 12:11:47.637000000,3.525000,3.527500
6357766889,D,COR/USD,2018-01-19 12:11:54.887000000,3.522500,3.525000
6357776003,D,COR/USD,2018-01-19 12:16:25.633000000,3.521300,3.523800
6357776006,D,COR/USD,2018-01-19 12:16:25.883000000,3.520000,3.522500
6357777722,D,COR/USD,2018-01-19 12:17:07.883000000,3.520000,3.525000
6357777753,D,COR/USD,2018-01-19 12:17:09.633000000,3.520000,3.522500
6357791858,D,COR/USD,2018-01-19 12:24:14.633000000,3.517500,3.520000
6357794375,D,COR/USD,2018-01-19 12:25:50.133000000,3.517500,3.522500
6357794399,D,COR/USD,2018-01-19 12:25:51.133000000,3.520000,3.522500
6357794404,D,COR/USD,2018-01-19 12:25:51.383000000,3.517500,3.522500
6357794407,D,COR/USD,2018-01-19 12:25:51.633000000,3.520000,3.522500
6357794412,D,COR/USD,2018-01-19 12:25:51.883000000,3.518800,3.521300
6357794419,D,COR/USD,2018-01-19 12:25:52.133000000,3.517500,3.520000
6357795600,D,COR/USD,2018-01-19 12:26:31.883000000,3.518800,3.521300
6357795602,D,COR/USD,2018-01-19 12:26:32.133000000,3.520000,3.522500
6357806743,D,COR/USD,2018-01-19 12:32:43.130000000,3.517500,3.520000
6357811816,D,COR/USD,2018-01-19 12:35:36.130000000,3.518800,3.521300
6357811836,D,COR/USD,2018-01-19 12:35:36.380000000,3.520000,3.522500
6357812081,D,COR/USD,2018-01-19 12:35:39.130000000,3.518800,3.521300
6357812095,D,COR/USD,2018-01-19 12:35:39.380000000,3.517500,3.520000
6357817316,D,COR/USD,2018-01-19 12:38:06.130000000,3.518800,3.521300
6357817331,D,COR/USD,2018-01-19 12:38:06.380000000,3.520000,3.522500
6357817792,D,COR/USD,2018-01-19 12:38:23.130000000,3.517500,3.520000
6357849955,D,COR/USD,2018-01-19 12:56:22.127000000,3.520000,3.522500
6357851565,D,COR/USD,2018-01-19 12:57:00.877000000,3.517500,3.520000
6357851696,D,COR/USD,2018-01-19 12:57:04.127000000,3.518800,3.521300
6357851702,D,COR/USD,2018-01-19 12:57:04.377000000,3.520000,3.522500
6357851929,D,COR/USD,2018-01-19 12:57:07.877000000,3.518800,3.521300
6357851940,D,COR/USD,2018-01-19 12:57:08.127000000,3.520000,3.522500
6357854739,D,COR/USD,2018-01-19 12:58:14.127000000,3.517500,3.520000
6357867024,D,COR/USD,2018-01-19 13:02:59.393000000,3.520000,3.522500
6357873475,D,COR/USD,2018-01-19 13:06:09.627000000,3.518800,3.521300
6357873481,D,COR/USD,2018-01-19 13:06:09.877000000,3.520000,3.522500
6357874581,D,COR/USD,2018-01-19 13:06:41.127000000,3.517500,3.520000
6357971023,D,COR/USD,2018-01-19 14:05:09.117000000,3.518800,3.521300
6357971026,D,COR/USD,2018-01-19 14:05:09.367000000,3.520000,3.522500
6357972020,D,COR/USD,2018-01-19 14:05:45.617000000,3.521300,3.523800
6357972023,D,COR/USD,2018-01-19 14:05:45.867000000,3.520000,3.522500
6357972091,D,COR/USD,2018-01-19 14:05:50.117000000,3.521300,3.523800
6357972095,D,COR/USD,2018-01-19 14:05:50.367000000,3.522500,3.525000
6357977510,D,COR/USD,2018-01-19 14:08:19.867000000,3.523800,3.526300
6357977518,D,COR/USD,2018-01-19 14:08:20.117000000,3.525000,3.527500
6357978385,D,COR/USD,2018-01-19 14:08:43.367000000,3.522500,3.525000
6357979415,D,COR/USD,2018-01-19 14:09:22.367000000,3.525000,3.527500
6357984285,D,COR/USD,2018-01-19 14:12:00.117000000,3.522500,3.525000
6357989471,D,COR/USD,2018-01-19 14:15:11.863000000,3.521300,3.523800
6357989473,D,COR/USD,2018-01-19 14:15:12.113000000,3.520000,3.522500
6357990214,D,COR/USD,2018-01-19 14:15:32.113000000,3.522500,3.525000
6357990485,D,COR/USD,2018-01-19 14:15:47.363000000,3.520000,3.522500
6357990616,D,COR/USD,2018-01-19 14:15:56.863000000,3.522500,3.525000
6357990617,D,COR/USD,2018-01-19 14:15:57.363000000,3.521300,3.523800
6357990623,D,COR/USD,2018-01-19 14:15:57.613000000,3.520000,3.522500
6357990680,D,COR/USD,2018-01-19 14:15:58.863000000,3.521300,3.523800
6357990688,D,COR/USD,2018-01-19 14:15:59.113000000,3.522500,3.525000
6357992086,D,COR/USD,2018-01-19 14:16:37.363000000,3.520000,3.522500
6357992203,D,COR/USD,2018-01-19 14:16:42.863000000,3.522500,3.525000
6357995932,D,COR/USD,2018-01-19 14:18:43.363000000,3.525000,3.527500
6357996009,D,COR/USD,2018-01-19 14:18:47.363000000,3.522500,3.527500
6357996022,D,COR/USD,2018-01-19 14:18:48.363000000,3.525000,3.527500
